transaction_id,customer_age,transaction_amount,account_balance,avg_amount_3m,n_transactions_month,days_since_last_transaction,transaction_hour,transaction_type,channel,outlier_type
TX01081,36,63.25,1775.85,52.0,18,4,23,online transfer,web banking,none
TX01082,63,66.68,1610.44,92.94,25,3,10,online transfer,web banking,none
TX01083,39,113.76,5012.49,93.01,21,3,13,ATM withdrawal,ATM,none
TX01084,27,89.02,3580.77,84.41,33,3,13,bill payment,mobile app,none
TX01085,25,54.36,1562.06,63.94,36,2,18,POS payment,POS terminal,none
TX01086,40,111.77,2480.06,67.28,45,1,22,POS payment,POS terminal,none
TX01087,81,39.73,676.35,30.32,2,11,20,POS payment,POS terminal,none
TX01088,32,95.88,1973.92,64.33,35,3,14,POS payment,POS terminal,none
TX01089,42,147.73,5900.99,88.91,30,3,23,bill payment,branch,none
TX01090,59,77.42,1575.53,83.06,22,8,12,ATM withdrawal,ATM,none
TX01091,40,73.44,2068.77,49.58,14,9,16,online transfer,mobile app,none
TX01092,40,72.68,2749.7,79.33,26,4,10,ATM withdrawal,ATM,none
TX01093,46,50.86,1091.31,60.58,11,7,12,online transfer,mobile app,none
TX01094,45,71.56,2528.97,51.68,32,2,17,ATM withdrawal,ATM,none
TX01095,69,88.01,6335.04,102.75,33,2,15,POS payment,POS terminal,none
TX01096,78,69.19,1695.72,59.23,29,2,5,POS payment,POS terminal,none
TX01097,56,60.74,1708.47,50.82,27,6,12,POS payment,POS terminal,none
TX01098,66,40.16,886.33,39.18,18,5,16,ATM withdrawal,ATM,none
TX01099,65,89.93,1809.52,69.99,15,4,2,POS payment,POS terminal,none
TX01100,39,67.48,1082.19,48.22,27,3,23,ATM withdrawal,ATM,none
TX01101,43,94.2,4689.67,107.47,18,8,16,POS payment,POS terminal,none
TX01102,45,60.7,2126.24,55.54,12,6,14,online transfer,web banking,none
TX01103,62,76.45,3697.72,61.15,20,5,15,ATM withdrawal,ATM,none
TX01104,58,92.02,2606.98,87.53,12,5,13,POS payment,POS terminal,none
TX01105,76,50.65,773.58,46.48,17,9,18,POS payment,POS terminal,none
TX01106,24,79.74,1299.23,78.85,13,3,18,online transfer,web banking,none
TX01107,30,103.77,3723.22,75.5,49,1,16,bill payment,mobile app,none
TX01108,63,105.43,3869.02,68.52,38,2,18,POS payment,POS terminal,none
TX01109,58,86.27,1273.85,75.26,23,2,0,online transfer,web banking,none
TX01110,40,64.59,1067.62,67.07,10,6,16,ATM withdrawal,ATM,none
TX01111,27,75.92,3811.39,86.88,24,2,19,bill payment,web banking,none
TX01112,52,119.92,4949.09,79.25,23,5,10,online transfer,web banking,none
TX01113,39,93.4,1743.78,96.51,19,12,16,POS payment,POS terminal,none
TX01114,26,61.86,6374.09,57.13,43,2,3,ATM withdrawal,ATM,none
TX01115,49,74.75,1466.79,58.98,23,5,16,bill payment,web banking,none
TX01116,46,62.99,1873.76,52.58,36,4,13,POS payment,POS terminal,none
TX01117,46,93.0,4859.46,84.29,34,3,14,online transfer,web banking,none
TX01118,39,73.56,2035.69,61.43,25,2,5,POS payment,POS terminal,none
TX01119,64,75.47,3004.81,74.87,6,9,10,online transfer,web banking,none
TX01120,30,121.57,3469.7,96.92,24,2,13,POS payment,POS terminal,none
TX01121,36,87.69,3491.27,63.37,24,2,19,POS payment,POS terminal,none
TX01122,54,219.21,9238.74,109.93,20,3,17,POS payment,POS terminal,none
TX01123,39,69.62,1057.44,46.69,24,3,19,POS payment,POS terminal,none
TX01124,24,47.13,1733.51,40.44,11,5,23,online transfer,mobile app,none
TX01125,29,87.73,1489.05,73.3,22,3,17,POS payment,POS terminal,none
TX01126,72,60.21,1885.51,48.5,32,4,15,POS payment,POS terminal,none
TX01127,49,68.82,1799.61,59.14,29,3,17,POS payment,POS terminal,none
TX01128,40,92.61,3581.81,89.95,34,3,9,ATM withdrawal,ATM,none
TX01129,61,70.1,1558.12,69.01,23,6,1,POS payment,POS terminal,none
TX01130,49,38.49,979.49,36.86,7,5,14,POS payment,POS terminal,none
TX01131,33,99.58,3416.65,79.27,21,2,16,online transfer,mobile app,none
TX01132,55,53.5,1419.63,57.82,21,5,16,POS payment,POS terminal,none
TX01133,18,41.21,798.3,32.78,15,5,13,online transfer,web banking,none
TX01134,49,85.87,2632.3,88.18,1,9,13,bill payment,web banking,none
TX01135,77,83.59,2347.2,75.93,12,12,18,ATM withdrawal,ATM,none
TX01136,43,53.51,1990.42,56.14,31,6,3,bill payment,mobile app,none
TX01137,52,62.64,1484.67,62.28,17,4,8,ATM withdrawal,ATM,none
TX01138,49,51.57,954.76,42.26,21,4,16,POS payment,POS terminal,none
TX01139,38,69.09,2756.79,63.12,43,2,7,POS payment,POS terminal,none
TX01140,49,85.35,1960.71,76.39,6,10,20,POS payment,POS terminal,none
TX01141,54,67.86,1949.12,59.51,33,3,14,POS payment,POS terminal,none
TX01142,34,52.83,1760.89,36.29,5,4,15,online transfer,web banking,none
TX01143,38,69.61,1722.93,66.15,21,5,5,POS payment,POS terminal,none
TX01144,62,91.82,2340.94,84.48,27,4,14,POS payment,POS terminal,none
TX01145,54,90.89,3235.51,85.85,33,3,17,POS payment,POS terminal,none
TX01146,35,70.43,1821.34,46.11,23,3,20,online transfer,mobile app,none
TX01147,36,56.05,3103.0,66.44,34,4,19,bill payment,branch,none
TX01148,31,63.0,2100.46,39.87,35,4,11,POS payment,POS terminal,none
TX01149,27,148.66,3707.93,117.31,29,2,16,ATM withdrawal,ATM,none
TX01150,18,80.2,2977.3,63.86,30,3,13,POS payment,POS terminal,none
TX01151,54,57.61,1634.01,55.74,17,6,19,POS payment,POS terminal,none
TX01152,38,72.17,2247.68,37.79,11,4,13,ATM withdrawal,ATM,none
TX01153,28,81.02,4105.13,63.25,34,2,10,bill payment,mobile app,none
TX01154,37,53.81,1190.56,53.81,21,5,6,online transfer,web banking,none
TX01155,35,92.98,1616.8,48.2,19,3,18,bill payment,web banking,none
TX01156,21,59.09,2160.59,61.13,26,7,22,ATM withdrawal,ATM,none
TX01157,47,89.92,2507.83,102.69,20,7,14,ATM withdrawal,ATM,none
TX01158,51,65.54,1094.79,75.92,22,5,12,POS payment,POS terminal,none
TX01159,26,70.7,2130.92,42.06,16,8,16,POS payment,POS terminal,none
TX01160,40,57.52,1957.46,48.01,18,5,10,POS payment,POS terminal,none
TX01161,55,42.53,1661.4,41.9,18,4,12,ATM withdrawal,ATM,none
TX01162,18,52.93,1598.19,48.63,1,14,10,online transfer,mobile app,none
TX01163,26,55.37,932.12,35.0,13,5,13,bill payment,branch,none
TX01164,22,70.22,1301.13,65.1,24,4,15,online transfer,mobile app,none
TX01165,50,70.11,1907.26,72.45,33,2,20,online transfer,mobile app,none
TX01166,51,99.14,4485.65,74.3,25,4,9,ATM withdrawal,ATM,none
TX01167,46,78.21,1805.39,62.03,16,5,15,ATM withdrawal,ATM,none
TX01168,21,74.22,1395.31,58.49,13,6,22,online transfer,web banking,none
TX01169,48,71.33,3429.48,49.03,34,2,13,online transfer,web banking,none
TX01170,75,58.95,1174.59,48.42,16,9,11,online transfer,mobile app,none
TX01171,55,50.81,1699.85,66.74,35,2,16,POS payment,POS terminal,none
TX01172,55,74.7,4233.0,61.19,26,3,16,POS payment,POS terminal,none
TX01173,45,57.24,1238.82,45.43,4,11,6,POS payment,POS terminal,none
TX01174,49,48.55,1064.67,66.64,22,4,15,POS payment,POS terminal,none
TX01175,36,65.14,1637.46,67.57,24,6,18,ATM withdrawal,ATM,none
TX01176,35,60.29,1001.88,61.67,16,7,11,ATM withdrawal,ATM,none
TX01177,56,57.42,2026.09,61.52,33,2,18,online transfer,mobile app,none
TX01178,21,78.69,2142.62,56.97,11,6,9,ATM withdrawal,ATM,none
TX01179,30,63.65,1845.92,50.8,9,8,10,online transfer,mobile app,none
TX01180,35,61.91,1889.73,45.94,14,3,13,online transfer,web banking,none
TX01181,56,57.68,1251.69,60.47,15,9,17,POS payment,POS terminal,none
TX01182,67,36.95,743.79,36.16,16,5,11,online transfer,web banking,none
TX01183,49,42.66,1408.04,62.95,19,7,13,POS payment,POS terminal,none
TX01184,58,78.1,2442.93,77.09,32,2,12,POS payment,POS terminal,none
TX01185,45,77.12,3583.1,52.65,19,5,16,ATM withdrawal,ATM,none
TX01186,31,47.55,1421.48,53.34,21,4,11,bill payment,branch,none
TX01187,68,111.06,766.47,77.88,21,6,12,online transfer,mobile app,bivariate
TX01188,28,44.39,1456.42,40.65,17,7,15,ATM withdrawal,ATM,none
TX01189,67,61.19,1436.72,63.23,8,7,12,POS payment,POS terminal,none
TX01190,26,91.05,4196.54,89.21,27,6,12,online transfer,web banking,none
TX01191,23,77.46,2809.56,59.95,23,2,13,online transfer,web banking,none
TX01192,44,52.48,957.69,47.79,37,1,16,POS payment,POS terminal,none
TX01193,18,86.11,3799.41,60.97,28,4,21,bill payment,web banking,none
TX01194,22,57.08,2605.5,60.36,12,5,14,POS payment,POS terminal,none
TX01195,26,87.22,4515.43,60.47,27,2,13,bill payment,mobile app,none
TX01196,54,136.05,8535.61,136.89,24,3,6,POS payment,POS terminal,none
TX01197,67,25.63,816.56,34.06,15,11,15,ATM withdrawal,ATM,none
TX01198,60,57.33,1753.13,40.25,14,10,8,online transfer,web banking,none
TX01199,62,104.15,2506.96,76.99,13,5,14,POS payment,POS terminal,none
TX01200,65,57.79,2049.39,74.19,22,5,12,POS payment,POS terminal,none
TX01201,60,63.69,919.84,59.96,22,3,12,ATM withdrawal,ATM,none
TX01202,49,47.3,1114.16,45.22,14,6,11,POS payment,POS terminal,none
TX01203,46,88.12,4067.67,76.64,35,2,11,POS payment,POS terminal,none
TX01204,18,56.78,1389.9,54.87,6,28,14,POS payment,POS terminal,none
TX01205,70,109.84,8216.54,63.8,27,4,8,online transfer,web banking,none
TX01206,40,47.84,1369.52,52.54,30,4,1,ATM withdrawal,ATM,none
TX01207,59,42.71,757.74,42.54,25,1,17,POS payment,POS terminal,none
TX01208,42,78.16,1814.57,61.29,23,3,1,POS payment,POS terminal,none
TX01209,58,89.67,2453.69,76.23,16,8,2,ATM withdrawal,ATM,none
TX01210,44,66.72,2253.62,79.51,25,2,11,POS payment,POS terminal,none
TX01211,38,75.48,2767.3,67.26,21,4,9,ATM withdrawal,ATM,none
TX01212,43,71.07,972.76,54.94,27,3,16,online transfer,web banking,none
TX01213,24,49.3,754.69,41.26,1,5,15,POS payment,POS terminal,none
TX01214,65,80.99,2014.33,50.82,23,2,13,POS payment,POS terminal,none
TX01215,61,93.34,2722.6,65.64,11,6,18,POS payment,POS terminal,none
TX01216,50,63.08,1609.86,60.09,20,4,22,online transfer,mobile app,none
TX01217,32,88.48,2412.23,69.87,15,4,17,ATM withdrawal,ATM,none
TX01218,47,84.04,2958.6,72.89,26,5,22,POS payment,POS terminal,none
TX01219,24,83.6,2046.47,54.46,20,3,5,POS payment,POS terminal,none
TX01220,44,65.37,1529.71,53.39,39,1,17,online transfer,web banking,none
TX01221,49,50.73,1626.25,51.88,9,9,12,ATM withdrawal,ATM,none
TX01222,38,76.38,2261.5,73.04,35,2,16,POS payment,POS terminal,none
TX01223,50,84.5,3384.64,52.12,45,2,16,online transfer,web banking,none
TX01224,65,73.21,4772.34,76.18,12,10,3,POS payment,POS terminal,none
TX01225,53,44.94,1278.8,38.28,26,2,14,POS payment,POS terminal,none
TX01226,31,37.09,1282.24,37.03,16,5,19,POS payment,POS terminal,none
TX01227,36,67.4,3222.13,57.76,21,7,22,ATM withdrawal,ATM,none
TX01228,43,67.04,2183.13,88.59,32,2,17,online transfer,web banking,none
TX01229,40,83.49,2106.84,55.14,29,2,19,bill payment,web banking,none
TX01230,64,76.66,4078.44,55.55,26,5,22,ATM withdrawal,ATM,none
TX01231,29,66.05,1879.09,44.13,29,5,10,bill payment,web banking,none
TX01232,31,116.44,4176.93,87.16,36,2,22,POS payment,POS terminal,none
TX01233,59,90.32,1199.92,92.76,22,6,23,POS payment,POS terminal,none
TX01234,36,73.7,2659.37,58.99,14,6,10,bill payment,branch,none
TX01235,49,61.09,1039.57,57.63,4,24,2,POS payment,POS terminal,none
TX01236,21,55.83,1019.47,58.65,9,6,11,POS payment,POS terminal,none
TX01237,36,45.95,2250.79,41.11,17,8,13,ATM withdrawal,ATM,none
TX01238,50,89.65,4076.25,89.84,33,2,11,online transfer,mobile app,none
TX01239,38,41.81,1443.19,51.38,3,8,20,POS payment,POS terminal,none
TX01240,60,69.39,1551.2,59.57,32,3,18,online transfer,web banking,none
TX01241,35,57.61,1070.63,57.53,26,4,16,POS payment,POS terminal,none
TX01242,27,50.62,1146.98,50.3,17,8,17,ATM withdrawal,ATM,none
TX01243,39,62.99,3242.15,62.1,19,3,10,bill payment,branch,none
TX01244,70,76.48,2339.4,74.47,19,4,17,POS payment,POS terminal,none
TX01245,50,54.76,1363.35,42.57,14,4,15,bill payment,branch,none
TX01246,21,96.67,2314.19,55.22,25,2,20,POS payment,POS terminal,none
TX01247,40,65.49,1414.58,43.36,20,5,9,bill payment,mobile app,none
TX01248,63,56.24,1565.93,66.49,21,9,17,POS payment,POS terminal,none
TX01249,29,62.64,1312.02,61.52,20,7,6,POS payment,POS terminal,none
TX01250,45,74.03,1774.84,81.53,9,16,12,ATM withdrawal,ATM,none
TX01251,66,105.26,3834.26,103.92,33,5,10,online transfer,web banking,none
TX01252,51,69.22,2380.11,49.96,2,23,17,online transfer,mobile app,none
TX01253,45,70.19,1514.66,65.56,13,5,8,POS payment,POS terminal,none
TX01254,54,71.36,3252.89,58.15,2,5,13,POS payment,POS terminal,none
TX01255,26,118.24,4139.23,69.28,23,3,14,ATM withdrawal,ATM,none
TX01256,40,41.25,999.28,28.72,11,8,13,bill payment,branch,none
TX01257,38,64.84,1985.68,59.63,31,3,0,ATM withdrawal,ATM,none
TX01258,38,43.1,878.41,46.15,18,5,10,POS payment,POS terminal,none
TX01259,65,106.88,2055.09,70.58,18,5,11,bill payment,mobile app,none
TX01260,39,81.94,3418.12,86.48,16,5,11,bill payment,branch,none
TX01261,81,57.12,2696.7,61.0,33,3,7,ATM withdrawal,ATM,none
TX01262,36,83.14,2584.44,88.06,20,5,8,POS payment,POS terminal,none
TX01263,69,67.58,2132.49,80.87,21,3,13,online transfer,mobile app,none
TX01264,58,117.67,6941.17,102.16,33,2,11,POS payment,POS terminal,none
TX01265,49,45.7,1754.53,45.79,8,9,23,online transfer,web banking,none
TX01266,47,67.52,4026.88,50.77,37,3,6,bill payment,web banking,none
TX01267,43,57.92,1655.96,54.94,21,6,22,POS payment,POS terminal,none
TX01268,67,76.84,2246.83,61.99,22,6,15,ATM withdrawal,ATM,none
TX01269,37,15059.49,3883.73,67.6,33,3,19,bill payment,branch,univariate
TX01270,32,50.36,1241.95,51.72,22,5,23,POS payment,POS terminal,none
TX01271,50,45.39,2213.03,49.26,20,3,13,POS payment,POS terminal,none
TX01272,41,42.67,954.44,51.65,26,2,11,POS payment,POS terminal,none
TX01273,57,76.47,4233.27,62.37,29,2,8,online transfer,web banking,none
TX01274,29,86.94,5202.11,75.38,48,2,17,ATM withdrawal,ATM,none
TX01275,36,57.31,1452.66,51.75,35,6,11,online transfer,mobile app,none
TX01276,64,47.54,1157.47,53.36,17,4,13,POS payment,POS terminal,none
TX01277,49,63.58,2761.26,73.7,49,1,10,bill payment,web banking,none
TX01278,29,65.27,1597.15,50.4,13,6,7,bill payment,web banking,none
TX01279,52,48.86,1889.43,46.51,5,6,10,bill payment,branch,none
TX01280,28,100.49,2934.97,131.04,24,2,17,online transfer,web banking,none
TX01281,42,88.9,3341.61,63.93,40,1,15,bill payment,branch,none
TX01282,44,64.51,1611.87,63.49,27,4,7,ATM withdrawal,ATM,none
TX01283,18,43.95,1129.62,27.35,13,13,16,online transfer,web banking,none
TX01284,34,74.46,2002.69,69.22,31,3,12,POS payment,POS terminal,none
TX01285,41,109.08,754.32,37.47,18,8,16,online transfer,mobile app,bivariate
TX01286,56,40.42,3379.32,42.35,30,9,11,POS payment,POS terminal,none
TX01287,40,86.95,4546.6,112.57,43,2,6,online transfer,web banking,none
TX01288,77,66.75,1728.77,56.14,28,6,12,ATM withdrawal,ATM,none
TX01289,39,99.54,1121.19,103.9,20,8,13,ATM withdrawal,ATM,none
TX01290,52,67.7,1845.96,88.88,30,3,22,online transfer,web banking,none
TX01291,59,79.99,4097.37,52.04,23,10,19,bill payment,mobile app,none
TX01292,65,62.53,1069.44,69.96,23,8,10,POS payment,POS terminal,none
TX01293,56,46.21,1098.4,37.19,19,3,12,POS payment,POS terminal,none
TX01294,39,74.98,2468.59,53.52,21,9,15,online transfer,web banking,none
TX01295,47,55.55,1323.47,62.28,42,4,9,ATM withdrawal,ATM,none
TX01296,66,68.86,2693.99,71.78,23,3,8,POS payment,POS terminal,none
TX01297,51,89.22,2518.51,57.9,31,2,6,POS payment,POS terminal,none
TX01298,66,58.11,2258.31,46.94,18,8,23,POS payment,POS terminal,none
TX01299,43,94.41,3434.01,78.41,25,6,11,POS payment,POS terminal,none
TX01300,48,101.25,1196.35,70.38,17,4,6,POS payment,POS terminal,none
TX01301,41,29.1,1129.82,39.26,27,4,18,online transfer,web banking,none
TX01302,36,84.25,2174.75,68.26,40,2,12,POS payment,POS terminal,none
TX01303,42,52.63,1243.13,55.61,6,7,17,online transfer,web banking,none
TX01304,18,80.88,3339.49,98.85,27,7,11,ATM withdrawal,ATM,none
TX01305,24,68.18,1846.93,48.88,14,6,20,ATM withdrawal,ATM,none
TX01306,46,74.31,884.23,78.19,24,3,23,POS payment,POS terminal,none
TX01307,31,53.19,586.2,62.11,14,5,10,ATM withdrawal,ATM,none
TX01308,41,63.43,1015.35,58.55,31,2,10,POS payment,POS terminal,none
TX01309,42,70.77,1231.95,73.95,20,3,6,POS payment,POS terminal,none
TX01310,54,61.31,1223.32,48.74,13,6,14,ATM withdrawal,ATM,none
TX01311,71,56.6,1579.79,49.43,14,6,4,online transfer,mobile app,none
TX01312,48,99.79,3190.32,84.45,9,5,16,POS payment,POS terminal,none
TX01313,63,72.68,1569.6,66.72,11,5,14,online transfer,web banking,none
TX01314,51,65.01,1152.94,66.63,24,3,13,POS payment,POS terminal,none
TX01315,26,79.63,1509.93,74.68,18,4,6,ATM withdrawal,ATM,none
TX01316,39,86.57,2410.1,83.11,26,2,13,online transfer,web banking,none
TX01317,55,49.08,1002.07,63.36,10,7,15,POS payment,POS terminal,none
TX01318,43,86.13,1805.86,77.72,23,7,17,online transfer,web banking,none
TX01319,33,107.32,2633.58,87.79,23,4,23,ATM withdrawal,ATM,none
TX01320,50,38.85,1687.72,45.1,17,4,15,ATM withdrawal,ATM,none
TX01321,23,70.75,2187.76,62.26,20,6,11,ATM withdrawal,ATM,none
TX01322,67,105.16,3686.81,75.66,30,3,2,online transfer,web banking,none
TX01323,40,38.8,894.71,32.34,3,8,7,POS payment,POS terminal,none
TX01324,41,48.07,2227.9,43.11,14,7,14,online transfer,web banking,none
TX01325,60,77.07,2543.76,82.99,11,6,3,ATM withdrawal,ATM,none
TX01326,50,65.21,2017.22,71.26,17,7,10,online transfer,mobile app,none
TX01327,59,78.8,3778.94,80.94,32,4,12,POS payment,POS terminal,none
TX01328,20,62.12,2011.32,48.64,20,4,12,ATM withdrawal,ATM,none
TX01329,56,98.67,2840.17,72.31,1,7,16,bill payment,web banking,none
TX01330,52,89.49,3901.6,56.3,26,4,9,bill payment,branch,none
TX01331,35,60.27,1797.8,61.94,10,4,8,bill payment,mobile app,none
TX01332,53,49.82,1525.68,52.26,14,7,14,online transfer,mobile app,none
TX01333,29,65.51,3459.17,72.92,23,3,5,POS payment,POS terminal,none
TX01334,34,66.42,1692.39,59.41,13,5,13,online transfer,web banking,none
TX01335,71,92.35,3323.75,66.62,16,5,11,POS payment,POS terminal,none
TX01336,54,87.89,1373.38,97.81,10,13,10,POS payment,POS terminal,none
TX01337,25,46.32,1730.12,40.21,17,6,10,POS payment,POS terminal,none
TX01338,19,42.54,1333.49,26.76,7,8,11,POS payment,POS terminal,none
TX01339,44,108.33,2115.18,84.93,31,2,21,POS payment,POS terminal,none
TX01340,61,70.14,1978.22,58.63,8,4,17,POS payment,POS terminal,none
TX01341,32,88.5,4124.6,59.32,19,3,9,POS payment,POS terminal,none
TX01342,29,40.17,1001.07,39.38,15,4,15,POS payment,POS terminal,none
TX01343,38,87.92,3948.92,95.78,16,9,18,online transfer,mobile app,none
TX01344,71,95.1,5670.3,85.49,46,1,6,POS payment,POS terminal,none
TX01345,44,68.97,1728.31,64.27,34,5,18,POS payment,POS terminal,none
TX01346,30,76.38,3912.05,76.26,31,3,15,ATM withdrawal,ATM,none
TX01347,58,53.54,788.53,41.1,8,7,15,POS payment,POS terminal,none
TX01348,50,53.88,1162.23,42.53,19,1,1,online transfer,mobile app,none
TX01349,39,84.67,1781.26,64.08,9,12,18,online transfer,mobile app,none
TX01350,56,73.61,4255.75,109.13,34,2,17,ATM withdrawal,ATM,none
TX01351,31,54.59,2641.11,46.36,40,2,7,POS payment,POS terminal,none
TX01352,46,68.37,2354.24,77.5,30,3,14,POS payment,POS terminal,none
TX01353,38,72.34,2818.68,85.43,23,3,13,POS payment,POS terminal,none
TX01354,51,70.94,4028.47,62.06,21,6,5,online transfer,mobile app,none
TX01355,46,75.19,1632.57,94.96,25,6,13,POS payment,POS terminal,none
TX01356,26,82.38,3971.56,69.0,23,2,14,online transfer,web banking,none
TX01357,30,111.4,2341.03,68.81,16,8,23,POS payment,POS terminal,none
TX01358,39,63.32,1792.09,47.31,33,4,17,POS payment,POS terminal,none
TX01359,36,106.55,7036.46,72.8,26,3,12,POS payment,POS terminal,none
TX01360,49,120.02,2265.45,122.32,16,8,18,bill payment,mobile app,none
TX01361,39,50.39,1077.48,47.82,6,12,18,ATM withdrawal,ATM,none
TX01362,49,137.76,7664.1,103.64,34,2,9,POS payment,POS terminal,none
TX01363,51,71.8,4601.48,46.85,18,6,8,POS payment,POS terminal,none
TX01364,35,77.43,1248.62,79.87,31,1,16,online transfer,web banking,none
TX01365,26,85.53,4012.47,73.19,20,7,16,POS payment,POS terminal,none
TX01366,71,75.79,2734.81,87.69,26,4,10,online transfer,mobile app,none
TX01367,42,55.56,1684.84,50.67,26,4,6,ATM withdrawal,ATM,none
TX01368,68,67.74,2700.43,57.03,23,3,20,online transfer,web banking,none
TX01369,39,53.13,1595.24,37.34,10,4,7,ATM withdrawal,ATM,none
TX01370,52,107.08,1722.38,77.38,26,1,19,ATM withdrawal,ATM,none
TX01371,18,69.69,2299.95,44.19,14,6,12,ATM withdrawal,ATM,none
TX01372,59,90.28,2498.58,59.37,14,8,14,POS payment,POS terminal,none
TX01373,54,66.56,3706.2,83.27,11,6,12,POS payment,POS terminal,none
TX01374,48,103.37,2639.79,78.09,20,7,11,online transfer,mobile app,none
TX01375,52,116.74,5801.61,84.52,25,4,15,ATM withdrawal,ATM,none
TX01376,49,57.36,1379.6,54.47,15,2,3,online transfer,web banking,none
TX01377,25,74.46,1691.53,67.4,17,3,12,POS payment,POS terminal,none
TX01378,60,78.28,2086.41,49.48,29,2,14,POS payment,POS terminal,none
TX01379,55,75.99,1780.3,54.78,25,5,8,POS payment,POS terminal,none
TX01380,36,98.3,3770.79,66.74,13,6,9,POS payment,POS terminal,none
TX01381,60,100.22,2510.75,60.06,16,2,16,ATM withdrawal,ATM,none
TX01382,37,64.12,1946.32,53.7,12,9,13,bill payment,mobile app,none
TX01383,36,116.49,3725.62,99.47,35,4,0,bill payment,web banking,none
TX01384,28,88.37,5489.61,76.15,6,7,13,POS payment,POS terminal,none
TX01385,55,70.74,2386.32,59.79,24,2,16,POS payment,POS terminal,none
TX01386,56,79.96,2079.15,97.84,4,17,14,online transfer,web banking,none
TX01387,41,78.18,3083.99,78.86,43,1,12,ATM withdrawal,ATM,none
TX01388,50,65.13,1593.66,44.49,31,2,7,bill payment,mobile app,none
TX01389,34,66.44,1109.61,38.04,17,14,9,online transfer,web banking,none
TX01390,48,49.15,1117.12,44.65,27,3,14,POS payment,POS terminal,none
TX01391,35,54.37,1441.69,46.33,30,2,12,ATM withdrawal,ATM,none
TX01392,36,78.38,1301.36,60.14,10,6,6,POS payment,POS terminal,none
TX01393,41,92.3,4088.38,54.66,23,4,13,bill payment,mobile app,none
TX01394,64,69.38,2166.83,69.15,26,5,6,online transfer,web banking,none
TX01395,44,59.91,1969.67,78.5,39,3,13,online transfer,web banking,none
TX01396,57,60.24,1532.57,63.21,23,4,10,POS payment,POS terminal,none
TX01397,53,63.82,3493.71,60.99,41,2,17,POS payment,POS terminal,none
TX01398,63,89.05,2671.52,100.5,26,5,6,online transfer,web banking,none
TX01399,39,54.29,1551.71,57.74,17,5,15,bill payment,web banking,none
TX01400,51,62.18,5041.31,44.79,31,3,12,POS payment,POS terminal,none
TX01401,49,70.03,1596.16,53.98,15,4,7,ATM withdrawal,ATM,none
TX01402,41,93.32,3538.9,75.81,24,4,19,POS payment,POS terminal,none
TX01403,55,66.95,2890.56,65.72,37,3,12,POS payment,POS terminal,none
TX01404,74,62.52,1945.12,48.61,18,2,14,online transfer,web banking,none
TX01405,36,74.18,2021.16,75.99,21,6,8,online transfer,web banking,none
TX01406,56,113.66,4669.32,81.64,34,5,17,online transfer,mobile app,none
TX01407,31,46.65,878.62,53.06,13,5,13,POS payment,POS terminal,none
TX01408,30,53.82,1273.76,48.3,30,2,20,bill payment,web banking,none
TX01409,51,75.19,2166.81,73.04,13,8,17,bill payment,web banking,none
TX01410,41,87.22,2969.82,88.19,22,7,13,POS payment,POS terminal,none
TX01411,54,55.05,2366.85,47.22,31,2,12,POS payment,POS terminal,none
TX01412,54,39.8,775.27,27.54,32,2,13,bill payment,mobile app,none
TX01413,38,67.79,3430.77,60.08,33,1,14,bill payment,mobile app,none
TX01414,43,57.76,1043.28,39.13,20,6,8,POS payment,POS terminal,none
TX01415,45,74.44,1351.37,80.69,11,5,8,POS payment,POS terminal,none
TX01416,50,49.13,381.69,64.81,15,9,16,POS payment,POS terminal,none
TX01417,48,54.32,1813.26,58.39,19,6,13,online transfer,web banking,none
TX01418,20,52.49,940.11,56.47,31,7,10,online transfer,web banking,none
TX01419,38,68.25,2628.04,75.39,31,3,15,bill payment,mobile app,none
TX01420,61,80.15,1558.92,75.71,30,2,10,POS payment,POS terminal,none
TX01421,39,59.48,2280.52,46.27,19,4,15,POS payment,POS terminal,none
TX01422,55,61.33,2088.08,52.79,42,2,2,POS payment,POS terminal,none
TX01423,67,81.33,3629.65,78.4,29,3,1,ATM withdrawal,ATM,none
TX01424,68,77.59,1860.47,47.32,27,2,13,online transfer,mobile app,none
TX01425,46,99.73,4145.44,121.29,19,5,11,POS payment,POS terminal,none
TX01426,67,92.43,5073.74,49.23,32,2,14,online transfer,web banking,none
TX01427,27,41.25,1595.08,55.8,5,5,2,online transfer,web banking,none
TX01428,37,43.72,974.65,50.55,3,12,17,POS payment,POS terminal,none
TX01429,50,71.6,1792.22,66.15,25,4,9,POS payment,POS terminal,none
TX01430,30,61.78,1784.78,49.19,29,3,6,online transfer,web banking,none
TX01431,47,96.74,4429.54,120.53,37,4,14,online transfer,web banking,none
TX01432,67,96.01,2979.99,87.62,23,4,11,online transfer,web banking,none
TX01433,48,63.08,2088.53,77.46,13,6,7,online transfer,web banking,none
TX01434,56,30.89,976.74,25.03,17,1,12,online transfer,web banking,none
TX01435,46,72.1,1914.69,76.68,27,2,10,ATM withdrawal,ATM,none
TX01436,45,70.42,1578.26,66.57,35,3,19,ATM withdrawal,ATM,none
TX01437,48,79.89,2582.94,55.53,21,3,16,online transfer,mobile app,none
TX01438,65,92.73,4033.3,98.18,27,5,14,online transfer,mobile app,none
TX01439,20,103.47,4505.38,90.12,40,5,18,ATM withdrawal,ATM,none
TX01440,51,66.03,1687.67,53.34,30,3,22,POS payment,POS terminal,none
